1	77	0.00
1	76	0.00
1	75	0.00
1	74	0.00
1	73	0.00
1	72	0.00
1	71	0.00
1	70	0.00
1	69	0.00
1	68	0.00
1	67	0.00
1	66	0.00
1	65	0.00
1	64	0.00
1	63	0.00
1	62	0.00
1	61	0.00
1	60	0.00
1	59	0.00
1	58	0.00
1	57	0.00
1	56	0.01
1	55	0.01
1	54	0.01
1	53	0.01
1	52	0.02
1	51	0.02
1	50	0.03
1	49	0.03
1	48	0.04
1	47	0.05
1	46	0.06
1	45	0.08
1	44	0.09
1	43	0.12
1	42	0.14
1	41	0.17
1	40	0.21
1	39	0.25
1	38	0.29
1	37	0.34
1	36	0.39
1	35	0.44
1	34	0.49
1	33	0.55
1	32	0.61
1	31	0.66
1	30	0.72
1	29	0.76
1	28	0.81
1	27	0.85
1	26	0.88
1	25	0.91
1	24	0.93
1	23	0.95
1	22	0.97
1	21	0.98
1	20	0.98
1	19	0.99
1	18	0.99
1	17	1.00
1	16	1.00
1	15	1.00
1	14	1.00
1	13	1.00
1	12	1.00
1	11	1.00
1	10	1.00
1	9	1.00
1	8	1.00
1	7	1.00
1	6	1.00
1	5	1.00
1	4	1.00
1	3	1.00
1	2	1.00
1	1	1.00
1	0	1.00
2	59	0.00
2	58	0.00
2	57	0.00
2	56	0.00
2	55	0.00
2	54	0.01
2	53	0.01
2	52	0.01
2	51	0.01
2	50	0.02
2	49	0.02
2	48	0.02
2	47	0.03
2	46	0.04
2	45	0.05
2	44	0.07
2	43	0.08
2	42	0.11
2	41	0.13
2	40	0.17
2	39	0.21
2	38	0.25
2	37	0.30
2	36	0.35
2	35	0.41
2	34	0.46
2	33	0.53
2	32	0.59
2	31	0.65
2	30	0.71
2	29	0.76
2	28	0.81
2	27	0.85
2	26	0.88
2	25	0.91
2	24	0.93
2	23	0.95
2	22	0.97
2	21	0.97
2	20	0.98
2	19	0.99
2	18	0.99
2	17	0.99
2	16	0.99
2	15	0.99
2	14	0.99
2	13	1.00
2	12	1.00
2	11	1.00
2	10	1.00
2	9	1.00
2	8	1.00
2	7	1.00
2	6	1.00
2	5	1.00
2	4	1.00
2	3	1.00
2	2	1.00
2	1	1.00
2	0	1.00
3	60	0.00
3	59	0.00
3	58	0.00
3	57	0.00
3	56	0.00
3	55	0.00
3	54	0.00
3	53	0.00
3	52	0.01
3	51	0.01
3	50	0.01
3	49	0.02
3	48	0.02
3	47	0.03
3	46	0.04
3	45	0.05
3	44	0.07
3	43	0.09
3	42	0.11
3	41	0.14
3	40	0.17
3	39	0.21
3	38	0.25
3	37	0.29
3	36	0.34
3	35	0.40
3	34	0.45
3	33	0.51
3	32	0.57
3	31	0.63
3	30	0.69
3	29	0.75
3	28	0.80
3	27	0.84
3	26	0.88
3	25	0.91
3	24	0.93
3	23	0.95
3	22	0.97
3	21	0.97
3	20	0.98
3	19	0.98
3	18	0.99
3	17	0.99
3	16	0.99
3	15	1.00
3	14	1.00
3	13	1.00
3	12	1.00
3	11	1.00
3	10	1.00
3	9	1.00
3	8	1.00
3	7	1.00
3	6	1.00
3	5	1.00
3	4	1.00
3	3	1.00
3	2	1.00
3	1	1.00
3	0	1.00
4	64	0.00
4	63	0.00
4	62	0.00
4	61	0.00
4	60	0.00
4	59	0.00
4	58	0.00
4	57	0.00
4	56	0.00
4	55	0.00
4	54	0.01
4	53	0.01
4	52	0.01
4	51	0.01
4	50	0.01
4	49	0.02
4	48	0.03
4	47	0.03
4	46	0.04
4	45	0.05
4	44	0.07
4	43	0.08
4	42	0.10
4	41	0.12
4	40	0.14
4	39	0.17
4	38	0.21
4	37	0.25
4	36	0.29
4	35	0.34
4	34	0.40
4	33	0.46
4	32	0.52
4	31	0.58
4	30	0.64
4	29	0.69
4	28	0.75
4	27	0.79
4	26	0.83
4	25	0.86
4	24	0.89
4	23	0.92
4	22	0.94
4	21	0.95
4	20	0.96
4	19	0.97
4	18	0.97
4	17	0.98
4	16	0.98
4	15	0.98
4	14	0.98
4	13	0.99
4	12	0.99
4	11	0.99
4	10	0.99
4	9	0.99
4	8	0.99
4	7	1.00
4	6	1.00
4	5	1.00
4	4	1.00
4	3	1.00
4	2	1.00
4	1	1.00
4	0	1.00
5	82	0.00
5	81	0.00
5	80	0.00
5	79	0.00
5	78	0.00
5	77	0.00
5	76	0.00
5	75	0.00
5	74	0.00
5	73	0.00
5	72	0.00
5	71	0.00
5	70	0.00
5	69	0.00
5	68	0.00
5	67	0.00
5	66	0.00
