1	90	0.00
1	89	0.00
1	88	0.00
1	87	0.00
1	86	0.00
1	85	0.00
1	84	0.00
1	83	0.00
1	82	0.00
1	81	0.00
1	80	0.00
1	79	0.00
1	78	0.00
1	77	0.00
1	76	0.00
1	75	0.00
1	74	0.00
1	73	0.00
1	72	0.00
1	71	0.00
1	70	0.00
1	69	0.00
1	68	0.00
1	67	0.01
1	66	0.01
1	65	0.01
1	64	0.01
1	63	0.01
1	62	0.01
1	61	0.01
1	60	0.01
1	59	0.02
1	58	0.02
1	57	0.03
1	56	0.03
1	55	0.04
1	54	0.06
1	53	0.08
1	52	0.10
1	51	0.12
1	50	0.15
1	49	0.18
1	48	0.22
1	47	0.26
1	46	0.31
1	45	0.36
1	44	0.41
1	43	0.47
1	42	0.52
1	41	0.58
1	40	0.63
1	39	0.68
1	38	0.73
1	37	0.77
1	36	0.81
1	35	0.85
1	34	0.88
1	33	0.90
1	32	0.92
1	31	0.94
1	30	0.95
1	29	0.97
1	28	0.97
1	27	0.98
1	26	0.98
1	25	0.99
1	24	0.99
1	23	0.99
1	22	0.99
1	21	1.00
1	20	1.00
1	19	1.00
1	18	1.00
1	17	1.00
1	16	1.00
1	15	1.00
1	14	1.00
1	13	1.00
1	12	1.00
1	11	1.00
1	10	1.00
1	9	1.00
1	8	1.00
1	7	1.00
1	6	1.00
1	5	1.00
1	4	1.00
1	3	1.00
1	2	1.00
1	1	1.00
1	0	1.00
2	72	0.00
2	71	0.00
2	70	0.00
2	69	0.00
2	68	0.00
2	67	0.00
2	66	0.00
2	65	0.00
2	64	0.00
2	63	0.01
2	62	0.01
2	61	0.01
2	60	0.01
2	59	0.02
2	58	0.02
2	57	0.03
2	56	0.04
2	55	0.05
2	54	0.07
2	53	0.09
2	52	0.11
2	51	0.14
2	50	0.18
2	49	0.21
2	48	0.25
2	47	0.30
2	46	0.35
2	45	0.40
2	44	0.46
2	43	0.51
2	42	0.57
2	41	0.62
2	40	0.68
2	39	0.73
2	38	0.77
2	37	0.82
2	36	0.85
2	35	0.88
2	34	0.91
2	33	0.93
2	32	0.95
2	31	0.96
2	30	0.97
2	29	0.98
2	28	0.98
2	27	0.98
2	26	0.99
2	25	0.99
2	24	0.99
2	23	0.99
2	22	0.99
2	21	0.99
2	20	0.99
2	19	0.99
2	18	0.99
2	17	0.99
2	16	1.00
2	15	1.00
2	14	1.00
2	13	1.00
2	12	1.00
2	11	1.00
2	10	1.00
2	9	1.00
2	8	1.00
2	7	1.00
2	6	1.00
2	5	1.00
2	4	1.00
2	3	1.00
2	2	1.00
2	1	1.00
2	0	1.00
3	82	0.00
3	81	0.00
3	80	0.00
3	79	0.00
3	78	0.00
3	77	0.00
3	76	0.00
3	75	0.00
3	74	0.00
3	73	0.00
3	72	0.00
3	71	0.00
3	70	0.00
3	69	0.00
3	68	0.00
3	67	0.00
3	66	0.00
3	65	0.00
3	64	0.00
3	63	0.00
3	62	0.01
3	61	0.01
3	60	0.01
3	59	0.02
3	58	0.02
3	57	0.03
3	56	0.04
3	55	0.05
3	54	0.06
3	53	0.08
3	52	0.10
3	51	0.13
3	50	0.15
3	49	0.19
3	48	0.23
3	47	0.27
3	46	0.31
3	45	0.36
3	44	0.41
3	43	0.46
3	42	0.52
3	41	0.57
3	40	0.62
3	39	0.67
3	38	0.72
3	37	0.77
3	36	0.80
3	35	0.84
3	34	0.87
3	33	0.89
3	32	0.92
3	31	0.94
3	30	0.95
3	29	0.96
3	28	0.97
3	27	0.98
3	26	0.98
3	25	0.99
3	24	0.99
3	23	0.99
3	22	0.99
3	21	0.99
3	20	0.99
3	19	0.99
3	18	0.99
3	17	1.00
3	16	1.00
3	15	1.00
3	14	1.00
3	13	1.00
3	12	1.00
3	11	1.00
3	10	1.00
3	9	1.00
3	8	1.00
3	7	1.00
3	6	1.00
3	5	1.00
3	4	1.00
3	3	1.00
3	2	1.00
3	1	1.00
3	0	1.00
4	69	0.00
4	68	0.00
4	67	0.00
4	66	0.00
4	65	0.00
4	64	0.00
4	63	0.00
4	62	0.01
4	61	0.01
4	60	0.01
4	59	0.02
4	58	0.02
4	57	0.03
4	56	0.04
4	55	0.04
4	54	0.06
4	53	0.07
4	52	0.09
